target_id	length	eff_length	est_counts	tpm
Smic715	825	597.102	11	0.856064
Smic716	4719	4490.76	267	2.76282
Smic717	1518	1289.76	91	3.27865
Smic718	2451	2222.76	35	0.731707
Smic719	858	629.978	0	0
Smic720	4173	3944.76	264	3.10989
Smic721	2346	2117.76	140	3.07194
Smic722	3123	2894.76	78	1.25211
Smic723	1416	1187.76	9	0.352108
Smic724	1590	1361.76	9	0.307117
Smic725	867	638.978	51	3.70891
Smic726	345	131.507	0	0
Smic727	570	343.299	0	0
Smic728	558	331.467	0	0
Smic729	306	99.6868	0	0
Smic730	645	417.694	0	0
Smic731	987	758.836	55	3.36804
Smic732	858	629.978	56	4.13071
Smic733	2481	2252.76	117	2.41342
Smic734	7167	6938.76	0	0
Smic735	4545	4316.76	282	3.03566
Smic736	1308	1079.76	31	1.33412
Smic737	465	240.703	0	0
Smic738	369	151.815	0	0
Smic739	1692	1463.76	44	1.39683
Smic740	906	677.978	0	0
Smic741	669	441.694	6	0.631235
Smic742	1380	1151.76	57	2.29972
Smic743	11355	11126.8	272	1.13596
Smic744	5109	4880.76	66	0.628374
