target_id	length	eff_length	est_counts	tpm
Smic558	3390	3182.85	1	0.0253313
Smic559	3777	3569.85	0	0
Smic560	2037	1829.85	31	1.3659
Smic561	1872	1664.85	17	0.823281
Smic562	558	351.6	23	5.27415
Smic563	2064	1856.85	100	4.34208
Smic564	1512	1304.85	0	0
Smic565	3495	3287.85	0	0
Smic566	1839	1631.85	15	0.741115
Smic567	3816	3608.85	90	2.0107
Smic568	2835	2627.85	0	0
Smic569	2202	1994.85	13	0.525421
Smic570	3498	3290.85	0	0
Smic571	525	318.765	0	0
Smic572	615	408.413	0	0
Smic573	817	610.055	0	0
Smic574	1284	1076.85	7	0.524104
Smic575	2310	2102.85	0	0
Smic576	2280	2072.85	0	0
Smic577	1422	1214.85	0	0
Smic578	7095	6887.85	0	0
Smic579	2202	1994.85	0	0
Smic580	1212	1004.85	0	0
Smic581	4698	4490.85	3	0.05386
Smic582	3690	3482.85	0	0
Smic583	543	336.634	0	0
Smic584	1215	1007.85	58	4.63989
Smic585	384	180.928	30	13.3687
Smic586	906	698.992	1	0.115346
Smic587	2592	2384.85	0	0
Smic588	2601	2393.85	0	0
Smic589	720	513.114	0	0
Smic590	1254	1046.85	74	5.69931
Smic591	603	396.413	0	0
Smic592	1710	1502.85	137.168	7.3589
Smic593	7533	7325.85	0	0
Smic594	1077	869.845	0	0
Smic595	276	86.7951	0	0
Smic596	1209	1001.85	22	1.7705
Smic597	2625	2417.85	50	1.6673
Smic598	558	351.6	14	3.21035
Smic599	2112	1904.85	152.446	6.45253
Smic600	1500	1292.85	52	3.24287
Smic601	447	241.96	23	7.66405
Smic602	1881	1673.85	45	2.16756
Smic603	1308	1100.85	32	2.34367
Smic604	1581	1373.85	1	0.0586861
Smic605	498	291.975	7	1.93297
Smic606	3375	3167.85	7	0.178159
Smic607	5715	5507.85	71	1.03932
Smic608	2841	2633.85	0	0
Smic609	4890	4682.85	48	0.826427
Smic610	774	567.114	9	1.27952
Smic611	459	253.66	8	2.5428
Smic612	1935	1727.85	0	0
Smic613	1920	1712.85	0	0
Smic614	210	40.0476	3	6.03973
Smic615	474	268.395	27	8.11078
Smic616	279	89.1554	0	0
Smic617	2622	2414.85	11	0.367262
Smic618	3165	2957.85	67	1.8263
Smic619	1203	995.845	13	1.05251
Smic620	2103	1895.85	86	3.65737
Smic621	201	34.3458	8	18.7797
Smic622	1140	932.845	96	8.29726
Smic623	1026	818.845	0	0
Smic624	1044	836.845	13	1.25248
Smic625	783	576.114	10	1.39947
Smic626	2229	2021.85	43	1.71472
Smic627	3846	3638.85	0	0
Smic628	2226	2018.85	12.9657	0.517806
Smic629	513	306.796	0	0
Smic630	765	558.114	6	0.866766
Smic631	2601	2393.85	101	3.40172
Smic632	5751	5543.85	3	0.0436298
Smic633	1779	1571.85	1	0.0512936
Smic634	3090	2882.85	114.419	3.2
Smic635	3267	3059.85	15	0.395244
Smic636	8481	8273.85	27	0.263105
Smic637	420	215.533	0	0
Smic638	525	318.765	0	0
Smic639	999	791.845	15	1.5273
Smic640	1209	1001.85	38	3.05813
Smic641	219	45.6434	9	15.8978
Smic642	228	51.7161	4	6.23602
Smic643	633	426.246	81	15.3214
Smic644	642	435.203	19	3.51993
Smic645	5484	5276.85	126.028	1.92559
Smic646	10200	9992.85	48	0.38728
Smic647	1023	815.845	25	2.47062
Smic648	336	136.949	10	5.88726
