target_id	length	eff_length	est_counts	tpm
Smic669	2577	2357.7	231	6.67603
Smic670	1821	1601.7	675	28.7156
Smic671	657	439.469	28	4.34135
Smic672	705	487.147	8	1.11898
Smic673	1344	1124.7	9	0.545257
Smic674	561	344.052	0	0
Smic675	279	82.8459	0	0
Smic676	3930	3710.7	75	1.37721
Smic677	1152	932.697	53	3.87195
Smic678	1596	1376.7	139	6.87972
Smic679	7380	7160.7	156	1.48444
Smic680	2817	2597.7	0	0
Smic681	2844	2624.7	47	1.22015
Smic682	2871	2651.7	189	4.8566
Smic683	3372	3152.7	17	0.367419
Smic684	2229	2009.7	17	0.576385
Smic685	4080	3860.7	33.1473	0.585029
Smic686	1491	1271.7	29	1.55385
Smic687	12528	12308.7	0	0
Smic688	12141	11921.7	83	0.474389
Smic689	1026	806.697	16	1.35146
Smic690	4065	3845.7	729.796	12.9307
Smic691	1086	866.697	29	2.27995
Smic692	2478	2258.7	0	0
Smic693	1017	797.697	0	0
Smic694	762	543.578	0	0
Smic695	804	585.524	0	0
Smic696	23055	22835.7	969	2.89137
Smic697	549	332.154	261	53.5422
Smic698	1260	1040.7	17	1.11306
Smic699	1089	869.697	0	0
Smic700	1728	1508.7	56	2.52918
Smic701	5766	5546.7	469	5.76146
Smic702	3402	3182.7	0	0
Smic703	8199	7979.7	826	7.05323
Smic704	642	424.511	134	21.5085
Smic705	780	561.524	15	1.82019
Smic706	2136	1916.7	303	10.7717
Smic707	4014	3794.7	401	7.20048
Smic708	2676	2456.7	408	11.3163
Smic709	12171	11951.7	514	2.93041
Smic710	1800	1580.7	167	7.19884
Smic711	447	231.65	147	43.2395
Smic712	846	627.402	57	6.19047
Smic713	1107	887.697	253	19.42
Smic714	2415	2195.7	116	3.59981
Smic715	825	606.464	20	2.24708
Smic716	4719	4499.7	747	11.3118
Smic717	1518	1298.7	220	11.5428
Smic718	2451	2231.7	84	2.56471
Smic719	858	639.402	0	0
Smic720	4173	3953.7	577.491	9.95259
Smic721	2346	2126.7	314.509	10.0768
Smic722	3123	2903.7	205	4.81057
Smic723	1416	1196.7	52	2.96083
Smic724	1590	1370.7	49	2.43584
Smic725	867	648.338	47	4.93959
Smic726	345	137.318	0	0
Smic727	570	353.052	0	0
Smic728	558	341.086	0	0
Smic729	306	103.91	0	0
Smic730	645	427.511	0	0
Smic731	987	767.852	201	17.8366
Smic732	858	639.402	114	12.1486
Smic733	2481	2261.7	256	7.71259
Smic734	7167	6947.7	0	0
Smic735	4545	4325.7	684	10.7744
Smic736	1308	1088.7	141	8.82484
Smic737	465	249.165	0	0
Smic738	369	158.417	0	0
Smic739	1692	1472.7	167	7.72676
Smic740	906	687.139	0	0
